,ReplayFingerPrint,TeamName,Team,Battletag
22895,c7e67830-de8f-9b43-201b-b263b281e7d8,ycmyccastep7:cheeseawakens,0,5
22911,c7f86c6b-018e-11ff-10fa-0e4fb8571e22,30 seconds to mosh,0,5
22913,c7f98b7a-db29-2ef3-2c70-c57c86da5d7c,30 seconds to mosh,0,5
22951,c8491d18-c859-1ab2-e8a5-51df2eac354e,ff & the pancakes,1,5
23009,c8d257f9-b0ef-3488-d85d-7975a6c7b72e,ff & the pancakes,1,5
23033,c900cdcc-96f9-02ad-e55d-d9bcdd32c3b8,ff & the pancakes,1,5
23200,ca5f0299-5263-7390-d984-449aed47c65a,out of pocket,0,5
23204,ca69edc3-15c5-e880-238d-ee65bb0d9209,ff & the pancakes,1,5
23363,cbb3fc21-9226-d396-d046-b22821512083,ycmyccastep7:cheeseawakens,1,5
23366,cbb80e2d-9a68-3cc1-9f53-5c95656743bc,30 seconds to mosh,1,5
23404,cc116cb2-0518-d429-347c-eedf46aaef86,30 seconds to mosh,0,5
23416,cc28d9fc-10b8-bcba-5928-f62740a9ade3,30 seconds to mosh,1,5
23494,cceb0cf6-65aa-d19e-9d05-3606ffc1668a,30 seconds to mosh,0,5
23508,cd0d6039-02c2-97a9-c54d-e42d6aef54d3,out of pocket,1,5
23542,cd5728c1-1750-7e44-b35f-a2d5eca2dc5c,beyonce gnolls,0,5
23591,cdca219f-426e-4527-183d-49fc2b2353ce,gold dragons,0,5
23795,cf70d2b6-c98a-0d5d-4ead-73b4b957698e,ycmyccastep7:cheeseawakens,1,5
23797,cf7207a0-96e0-0f29-a3f5-9326aec6f6cd,ff & the pancakes,1,5
23834,cfc13c57-ce86-3638-f92e-3789a55182d5,ff & the pancakes,1,5
23850,cfe7d9bf-dfcf-9d0b-3c8f-1ebe6c75b384,ff & the pancakes,0,5
23863,cfff1aef-2c91-dde3-f616-63a2a0e260c9,ff & the pancakes,1,5
23898,d0578c20-7fbf-7861-6480-925f80b6f5d4,ycmyccastep7:cheeseawakens,0,5
23940,d0ca2333-9026-15b1-1f6b-c16981d73c61,ycmyccastep7:cheeseawakens,0,5
23988,d1454146-c8ab-5c4a-cbc7-539ffe4ec2cd,ycmyccastep7:cheeseawakens,1,5
23994,d14fee2d-8428-e5cc-2b59-cf81dd954b08,ff & the pancakes,1,5
24029,d1a3ea43-b6a1-8fad-2617-cdee8880d31c,30 seconds to mosh,0,5
24039,d1bebef0-37ae-c4d6-f550-1bc0e577a757,souls in slowmo,0,6
24048,d1c731e9-2d7d-2d4f-c48a-2989419e2cf3,out of pocket,0,5
24089,d2292c47-1ca4-848c-eb0f-7e8b95789d36,ff & the pancakes,0,5
24134,d28f5b5f-6667-54c1-8b05-a14c5eddebb5,30 seconds to mosh,0,5
24204,d31b7423-ac3d-6d13-1d83-9b4fa3b7b033,ycmyccastep7:cheeseawakens,0,5
24269,d39f5693-3dcd-71c9-4dc8-485594e99c27,30 seconds to mosh,1,5
24323,d41d6532-1575-05a5-60ad-caea86f10a33,ff & the pancakes,1,5
24327,d42905a7-d490-8b9b-0d53-7c628939dcc5,out of pocket,0,5
24418,d4f309b6-27f6-ba6a-76f2-146b7aab09a4,ycmyccastep7:cheeseawakens,0,5
24472,d5557f08-c6ea-f731-656f-cf4b4e8dfefc,ff & the pancakes,0,5
24504,d59854c4-6870-5601-caeb-00c869006547,ff & the pancakes,1,5
24547,d5f07f37-1674-e27b-9db6-b8aa10dbef9c,ff & the pancakes,1,5
24563,d61f82c8-aeca-f2a4-7088-13bee4abfe40,ff & the pancakes,0,5
24578,d643af33-8e08-982b-0901-e47344e22992,out of pocket,0,5
24631,d6a7c2b0-d98a-6327-2532-0bf6d3e10e15,ff & the pancakes,1,5
24741,d79d64fb-0205-16e9-3466-bc182c7a5824,ff & the pancakes,1,5
24793,d809a6f8-c0cc-fe76-61fe-ab5a07b4950d,ff & the pancakes,0,5
24841,d8700505-42cc-d14e-068d-041bd193f233,ff & the pancakes,0,5
24908,d8f9b79a-83db-426d-a71a-5fe417abcacd,ff & the pancakes,1,5
24911,d901283e-fcab-94cc-26ce-6acde9e23173,30 seconds to mosh,1,5
24961,d97b0ac7-ef36-60b5-019b-a65715592dca,out of pocket,1,5
24977,d9a72b80-4675-8c67-d7b5-24f0b813c163,ff & the pancakes,0,5
24998,d9dbdaf8-0e31-1146-f08e-0aed691ba035,ycmyccastep7:cheeseawakens,0,5
25015,d9fc801c-7d14-dba4-c517-23f9a2c86919,ycmyccastep7:cheeseawakens,1,5
25031,da15ea23-e030-60fd-dbc1-8bd480930dd0,gold dragons,1,5
25046,da2ded3e-97be-ff68-8845-c8c0c03d842f,ff & the pancakes,0,5
25116,dac22860-ab26-0840-f494-ff4e231e51ee,30 seconds to mosh,1,5
25138,daecc863-f9d4-e31e-30c4-a50e54496266,ff & the pancakes,1,5
25146,daf85638-1784-b423-3e33-289f88f116b2,ycmyccastep7:cheeseawakens,1,5
25167,db2944c5-8c69-367f-33bd-64872119355f,30 seconds to mosh,1,5
25180,db335d92-6771-840b-1186-feddc12110bd,ff & the pancakes,0,5
25193,db4d3cea-ee19-81ee-a617-3ac6f7e83ddc,30 seconds to mosh,0,5
25196,db527395-5fe4-e366-480e-f9a9f0494177,ff & the pancakes,0,5
25237,dbc535cf-3222-faeb-88a1-3580e829c30f,30 seconds to mosh,0,5
25311,dc6a2c20-76cc-129c-d8d5-7a8819922ba8,30 seconds to mosh,1,5
25336,dca7ffe5-fa47-6e71-770e-1d0d427b96a3,ff & the pancakes,0,5
25437,dd726160-1c2a-25ba-c59e-6da5a87d93a5,30 seconds to mosh,1,5
25485,dde496b1-cd87-fce2-f1a3-a2696d5b3757,30 seconds to mosh,1,5
25511,de24166c-2c1c-ad33-e419-7e6d40a45b80,30 seconds to mosh,1,5
25580,ded39448-77a9-2d5b-045e-573dd751d9a2,30 seconds to mosh,0,5
25672,dfa1efda-fe16-c7aa-532f-6ff8d2cbbf76,ff & the pancakes,1,5
25685,dfbadd29-9b2c-c185-b581-64a5cc3f86fc,ycmyccastep7:cheeseawakens,0,5
25748,e0520a65-4587-0b3f-2114-650e6a26700b,ycmyccastep7:cheeseawakens,0,5
25827,e1135afc-b839-7f55-4ded-f7e11e3c98fa,ff & the pancakes,0,5
25842,e12c2550-ffd0-4730-fa9b-7aa49ab38763,bunker fun time academy,0,5
25862,e14cdef9-f706-0541-3ff7-6c570a115743,30 seconds to mosh,1,5
25936,e1ef57d0-5813-4ca1-6ecf-18a74880a5dd,infernal misfits,1,5
25939,e1f11cab-c831-092c-53d3-b009f3281cc6,smoke,1,5
26049,e2f52809-3b86-e48e-4d2d-3190226df87d,out of pocket,0,5
26074,e31cd9b9-a12e-1e56-4362-9fd2afa1d9c7,infernal misfits,1,5
26085,e32e868d-39f6-0348-c210-1bbdfbf0fda7,ff & the pancakes,1,5
26132,e387ce65-d7ba-d583-f919-02a3d3d68d64,30 seconds to mosh,1,5
26158,e3c53c59-13d2-e5cf-aa98-23ae4324b5ae,ycmyccastep7:cheeseawakens,0,5
26249,e48a28ba-94c9-abf6-09e2-10f2b8bb3c9b,30 seconds to mosh,1,5
26257,e49f8d78-87ca-26d3-8255-5586998a26ce,out of pocket,1,5
26277,e4c27e1d-08fd-9d80-0d6b-a9b940282be7,30 seconds to mosh,1,5
26388,e5cea5be-8ece-4f76-6963-f5ad8bcdb633,30 seconds to mosh,0,5
26389,e5cea5be-8ece-4f76-6963-f5ad8bcdb633,ltk - we hate obj,1,5
26500,e6b3991d-d80b-b86d-9dc3-6f9abe2aa671,30 seconds to mosh,0,5
26502,e6bcefd5-19f9-9ff8-afd9-86edac2e6264,out of pocket,1,5
26524,e6f9c45e-b324-9fbb-7458-d555dd919c59,ycmyccastep7:cheeseawakens,0,5
26542,e71484ab-c28c-1224-b2bb-a6b9508906a8,30 seconds to mosh,1,5
26565,e74554ad-4d4c-e297-4ba7-1c77e9e473bd,chogall chocolate factory,1,5
26566,e74554ad-4d4c-e297-4ba7-1c77e9e473bd,out of pocket,0,5
26606,e7931d41-373e-5fd3-09e4-c3dbf07e50b0,ycmyccastep7:cheeseawakens,0,5
26685,e838c7b2-cd52-70a9-6eff-56af629d82e1,ycmyccastep7:cheeseawakens,0,5
26686,e83bcec3-b5d5-9661-f337-010ebbf1be99,30 seconds to mosh,1,5
26708,e87696dd-401e-079d-6b5c-2b4451db12ab,chogall chocolate factory,0,5
26717,e88461b2-aebf-4f8f-5505-b9313e1dddd1,30 seconds to mosh,0,5
26753,e8d0f91b-ee0b-0bd6-77ae-e08a0084f038,30 seconds to mosh,0,5
26766,e8fc81b5-9990-5455-9773-e5dfb87885b1,ycmyccastep7:cheeseawakens,1,5
26770,e902fcd7-7c42-f57e-9626-624127af1e79,30 seconds to mosh,0,5
26831,e99280f7-e853-827d-a268-4d5dd556e40a,ff & the pancakes,0,5
26926,ea7ec257-9270-5555-a072-ccc1bf4336e0,ff & the pancakes,1,5
26963,eacde522-90ee-cbb0-1823-77ce02485c47,30 seconds to mosh,1,5
26987,eb06a93f-db86-1666-7d5a-e34d84029772,ff & the pancakes,0,5
27074,ebb6bed3-7946-c8af-0358-6b446f47e2ab,beyonce gnolls,1,5
27108,ec154a43-bfb9-fc30-3a15-8ad95b47b04e,ff & the pancakes,1,5
27116,ec28035e-2cd4-9772-51d3-cb26d1cab90d,ff & the pancakes,0,5
27127,ec33cd53-2b50-69a6-db28-9fea08ef4ea9,ff & the pancakes,1,5
27142,ec5a8115-655c-8600-a03d-2a255af1c082,ff & the pancakes,0,5
27161,ec871383-59d6-252b-01ca-58d2346d3228,out of pocket,0,5
27168,ec8fef42-6dc9-fd72-3a61-096b8e0784f3,ycmyccastep7:cheeseawakens,0,5
27192,ecd6c5bd-9f5f-bbed-3c1f-f5f647544e97,30 seconds to mosh,1,5
27211,ecfab34d-6f3f-5882-23b5-4b3f1ba275fc,out of pocket,0,5
27239,ed3f07f6-445a-2ac9-31d7-59fb2aa5fb3e,ff & the pancakes,1,5
27241,ed3f86a0-1fff-30be-1ecc-e3059b8993da,infernal misfits,0,5
27246,ed4fcf55-18cd-9046-cb73-65ded844c80d,30 seconds to mosh,1,5
27248,ed557ad2-a609-ada3-bc12-21e059271d14,ff & the pancakes,0,5
27251,ed59a7a3-81ce-b2ee-255f-683f45cab5c1,ff & the pancakes,1,5
27267,ed8a7713-4302-8875-a754-d284b72e477c,ff & the pancakes,1,5
27284,edc1d2fc-f2cb-5b31-892c-b8985c7444f3,ff & the pancakes,1,5
27338,ee3a4a62-5912-280f-64de-25a3f945a828,ff & the pancakes,1,5
27430,eeec7ed9-6f2a-01de-02a5-1dfa157e0d53,30 seconds to mosh,0,5
27620,f0b54955-e950-efd4-65b7-9938b0a4f7c0,ff & the pancakes,1,5
27739,f18f474d-ed05-df71-da66-91180f754bc0,ltk - we hate obj,0,5
27740,f18f474d-ed05-df71-da66-91180f754bc0,ycmyccastep7:cheeseawakens,1,5
27852,f2875f56-fe36-a236-57cb-e3677ad89726,ff & the pancakes,0,5
27908,f30fff04-d948-9519-f93c-81a39050e39e,30 seconds to mosh,1,5
27909,f30fff04-d948-9519-f93c-81a39050e39e,ff & the pancakes,0,5
27951,f36bd17e-c568-1d1a-6d74-163629b37915,ff & the pancakes,1,5
27956,f376c149-1fd7-cfa7-853b-599835503f2a,ycmyccastep7:cheeseawakens,1,5
28025,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,1,5
28041,f42cc2bd-9f28-55e9-adc6-47680f634a82,beyonce gnolls,0,5
28042,f42cc2bd-9f28-55e9-adc6-47680f634a82,out of pocket,1,5
28074,f47079cd-6e6b-e5fa-a1f0-6546bfae9283,ff & the pancakes,0,5
28111,f4be17a4-98ac-ead1-82e1-aec2c53bf083,ff & the pancakes,0,5
28117,f4c6b84b-bf05-3f93-c739-9569d28aaf42,30 seconds to mosh,0,5
28119,f4c807d6-7a59-c07e-8875-7494bd21ab28,chogall chocolate factory,1,5
28149,f529336e-8874-ed0e-9e4a-a6d6dc86ef20,ff & the pancakes,1,5
28165,f541fac7-2396-c5c9-5821-c4d16ff541ef,30 seconds to mosh,1,5
28251,f60b228b-484f-8738-6414-6b499a9b89f3,ff & the pancakes,1,5
28264,f6357726-45f3-e805-844c-447f72cd221b,30 seconds to mosh,1,5
28284,f656d986-6b69-16a9-4f6d-bb920d3f7459,smoke,0,5
28285,f656d986-6b69-16a9-4f6d-bb920d3f7459,souls in slowmo,1,5
28302,f6859f6f-0378-477e-4b89-ad4d88a039d3,ff & the pancakes,1,5
28395,f73b4273-e064-40f7-cdea-ba9d6ef6df60,infernal misfits,1,5
28449,f7c1bb7e-b443-a55c-0707-0d467c9cd062,ff & the pancakes,1,5
28453,f7c54194-8928-9297-2e99-9c0a1b8f2282,30 seconds to mosh,0,5
28468,f7df05de-2fe3-515a-e4e7-3ce90bb929bb,ff & the pancakes,0,5
28494,f8140770-0a96-8fc5-0e80-2a4adc780834,30 seconds to mosh,1,5
28499,f81be9a4-ad80-c8c5-b5bd-71462731273b,out of pocket,1,5
28501,f82354d4-24f6-bcc9-afda-052ca749e940,ff & the pancakes,0,5
28594,f90b2e63-fa58-c47f-95b9-6b25d8966385,30 seconds to mosh,0,5
28600,f920afaa-d55b-e4cb-4a57-bab385e7387b,ff & the pancakes,1,5
28639,f981b668-4ca0-96a9-da02-4ceebfd8bcef,infernal misfits,1,5
28728,fa2c33bc-c814-b459-348c-46b962e59de0,ff & the pancakes,1,5
28732,fa319a97-921c-d293-3362-b24a0b490e5e,ycmyccastep7:cheeseawakens,0,5
28773,fa833f58-b986-66f3-a052-4f5cec7a9495,ycmyccastep7:cheeseawakens,1,5
28777,fa920054-9518-c45c-eeee-d810d2bb21e5,ff & the pancakes,0,5
28853,fb52d476-5e2a-1454-85f1-c284b462eed5,out of pocket,1,5
28893,fb9f1e64-cd35-429b-40fe-895a0205f64d,ff & the pancakes,0,5
29012,fcdcb46e-3ef7-a958-88f9-2cd4809fa27a,souls in slowmo,0,5
29019,fceba417-d21f-ab91-884d-d191c5795c2b,ycmyccastep7:cheeseawakens,1,5
29058,fd2a4489-c674-e2c4-3c0e-580c6c147606,out of pocket,1,5
29061,fd34d866-b6f4-f4c6-9b1b-c68007cb0ea3,ff & the pancakes,1,5
29078,fd5adcd7-c8e3-e4dc-b2d6-66d77f14c08d,ff & the pancakes,0,5
29210,fe848011-7784-340c-5dac-a7937a91edeb,out of pocket,1,5
29211,fe87ba83-ff32-8691-bef1-db851b62e4b5,ff & the pancakes,0,5
29286,ff1d4f6a-eb23-8a77-9c96-8deeab6544ba,souls in slowmo,0,5
29319,ff532045-3009-9fcb-7f29-7c1aa9af0fb2,chogall chocolate factory,1,5
29320,ff532045-3009-9fcb-7f29-7c1aa9af0fb2,infernal misfits,0,5
